barcode,name,unit
FAH64002744,กล่องอเนกประสงค์ U-BOX01*เขียวมะนาว*ตราช้าง,ใบ
FAH64002745,กล่องอเนกประสงค์ U-BOX01*ดำ*ตราช้าง,ใบ
FAH64002746,เครื่องเย็บกระดาษ Elephant No.DS-45N BASE/Y,อัน
FAH64002751,คลิปดำ Elephant 12มม. No.E110 (12ชิ้น/กล่อง),กล่อง
FAH64002778,เอลเฟ่นแฟ้มซองพลาสติก*116A4*แดง,ห่อ
FAH64002781,เอลเฟ่นแฟ้มซองพลาสติก*116A4*ม่วง,ห่อ
FAH64002785,เครื่องคิดเลขตราช้างรุ่น P03-12D ชมพู,เครื่อง
FAH64002786,เครื่องคิดเลขตราช้างรุ่น P03-12D เขียว,ชิ้น
FAH64002787,เครื่องคิดเลข Elephant P03-12D Y เหลือง,เครื่อง
FAH64002789,เครื่องคิดเลข Elephant 12หลัก M10-12D W,เครื่อง
FAH64002790,เครื่องคิดเลข Elephant M09-12D BLK,อัน
FAH64002792,กระดาษหยาบเรียบ100ปอนด์*อาร์เต้*190G(1*125ห่อ),ห่อ
FAH64002799,แฟ้ม2ห่วง Elephant 221VB ลาเวนเดอร์ วิวบายเดอร์,เล่ม
FAH64002802,แฟ้ม2ห่วง Elephant 221VB แอปริตอล วิวบายเดอร์,เล่ม
FAH64002804,แฟ้ม2ห่วง Elephant 221VB อความาริน วิวบายเดอร์,เล่ม
FAH64002807,แฟ้ม2ห่วง Elephant 221VB เบบี้บลู วิวบายเดอร์,เล่ม
FAH64002809,แฟ้มโชว์เอกสาร Elephant A4 PF01 สีชมพู,เล่ม
FAH64002810,แฟ้ม2ห่วง Elephant 221VB สีพีชวิวบายเดอร์,เล่ม
FAH64002813,แฟ้มโชว์เอกสาร Elephant A4 PF01 สีฟ้า,เล่ม
FAH64002815,กระดาษโน๊ตกาวในตัว Elephant 3x3 205แผ่น 205SH PASTEL-NEON,ก้อน
FAH64002818,กระดาษโน๊ตแม่เหล็ก Elephant MAGNOTE 3x4 สีเหลืองนีออน,แพ็ค
FAH64002820,กระดาษโน๊ตแม่เหล็ก ตราช้าง MAGNOTE 3x4 สีเขียวนีออน,แพ็ค
FAH64002821,แท่นตัดเทป Elephant S-03 คละสี,ชิ้น
FAH64002823,ตราช้าง แฟ้มกล่องอเนกประสงค์ uboc 01 a5 อความารีน,ชิ้น
FAH64002824,ตราช้าง แฟ้มกล่องอเนกประสงค์ uboc 01 a5 พีช,ชิ้น
FAH64002827,ฟิล์มเคลือบบัตร elfen A4 80mic. 100แผ่น/แพ็ค,กล่อง
FAH64002828,สติ๊กเกอร์กระดาษสะท้อนแสงA4 เหลือง*50ผ,ห่อ
FAH64002830,สติ๊กเกอร์กระดาษสะท้อนแสงA4 แดง*50ผ,ห่อ
FAH64002831,สติ๊กเกอร์กระดาษสะท้อนแสงA4 ชมพู*50ผ,ห่อ
FAH64002832,สติ๊กเกอร์กระดาษสะท้อนแสงA4 ฟ้า *50ผ,ห่อ
FAH64002833,กระดาษ Idea Work F14 80แกรม 500แผ่น,รีม
FAH64002835,คัตเตอร์เล็กซุปเปอร์AA,อัน
FAH64002841,ฟลามิงโก้ แฟ้มสันกว้าง #218A ม่วง,เล่ม
FAH64002845,ฟลามิงโก้ แฟ้มสันกว้าง #218A น้ำเงิน,เล่ม
FAH64002847,ฟลามิงโก้ แฟ้มสันกว้าง #218A ดำ,เล่ม
FAH64002849,ฟลามิงโก้ แฟ้มสันกว้าง #218F เขียว,เล่ม
FAH64002850,ฟลามิงโก้ แฟ้มสันกว้าง #218F ฟ้า,เล่ม
FAH64002852,ฟลามิงโก้ แฟ้มสันกว้าง #218F ส้ม,เล่ม
FAH64002853,ฟลามิงโก้ แฟ้มสันกว้าง #218F ดำ,เล่ม
FAH64002854,แฟ้ม2ห่วงปกหน้า222A ชมพูฟลามิงโก้,เล่ม
FAH64002861,แฟ้ม2ห่วงปกหน้า222V ส้มฟลามิงโก้,เล่ม
FAH64002862,ฟลามิงโก้แฟ้ม2ห่วงปกหน้า222V ม่วง,เล่ม
FAH64002863,แฟ้ม2ห่วงปกหน้า222Vเขียวมะนาว ฟลามิงโก้,เล่ม
FAH64002865,แฟ้ม2ห่วงปกหน้า222V น้ำเงินฟลามิงโก้,เล่ม
FAH64002867,ฟลามิงโก้แฟ้ม2ห่วงปกหน้า222V ชมพู,เล่ม
FAH64002868,ซองกระดุมฟลามิงโก้ 921A น้ำเงิน,ชิ้น
FAH64002875,แท่นตัดกระดาษฐานไม้B4 FLAMINGO No.212,อัน
FAH64002883,ฟลามิงโก้ลวดเสียบ #981A/12pcs,กล่อง
FAH64002884,ฟลามิงโก้ลวดเสียบกระดาษชุบเงาNo.1#991,กล่อง
FAH64002885,แท่นประทับตรา #4 น้ำเงิน ฟลามิงโก้,ชิ้น
FAH64002886,แท่นประทับตรา Flamingo เบอร์4 สีแดง,ชิ้น
FAH64002887,หมึกเติมแท่นประทับ Flamingo สีดำ 28cc.,ขวด
FAH64002892,ซองใส่โฉนด,ชิ้น
FAH64002894,ซองทะเบียนบ้านเล็กคละสี,ชิ้น
FAH64002895,เหล็กเสียบบิลมีฝาครอบ,ชิ้น
FAH64002896,ดัชนีแฟ้นแขวน,กล่อง
FAH64002897,แฟ้มเคลียร์20ไส้ สอดหน้าปก,เล่ม
FAH64002899,กระเป๋าผ้าลายตาราง2ซิบมีหูหิ้ว,ใบ
FAH64002901,แฟ้มเอกสาร กระเป๋าหีบดำ orca,ใบ
FAH64002902,คลิปหนีบสีหวาน 18mm.+กล่อง DM-083,กล่อง
FAH64002905,ตรายางหมึกในตัวPDSแดง*จ่ายเงินแล้ว,ชิ้น
FAH64002906,SM*แฟ้มนิวโฮเตอร์4ห่วงA4 ปกพลาสติก,ชิ้น
FAH64002907,SM*กระดาษการ์ดหอม180g/50แผ่น คละสี,ห่อ
FAH64002910,ARGO แผ่นยางรองตัด 2230,แผ่น
FAH64002911,pencom ไส้ดินสอ 2B 0.5mm,หลอด
FAH64002928,NUVOเทปกาวย่นสีเขียวแก่ 24มม.x10หลา,ม้วน
FAH64002932,เทปกาวย่นNuvoสีชมพู36mm.x10y,ม้วน
FAH64002934,เทปกาวย่นNuvoสีฟ้า36mm.x10y,ม้วน
FAH64002939,NUVOเทปกาวย่นสีเหลือง 48mm. x 10หลา,ม้วน
FAH64002943,เทปกาวย่นนง.(48mm. x 10y)Nuvo,ม้วน
FAH64002945,NUVOเทปกาวย่นสีเขียวแก่ 48mm. x 10หลา,ม้วน
FAH64002964,OPP กาวน้ำสีชาMAX 48x45 *6ม,แพ็ค
FAH64002965,NUVOเทปผ้ากาว 24mmx8y บรอนซ์,ม้วน
FAH64002966,NUVOเทปผ้ากาว 24mmx8y น้ำเงิน,ม้วน
FAH64002973,เทปผ้ากาว36mmx8y Nuvoสีแดง,ม้วน
FAH64002978,NUVOเทปผ้ากาว 24mmx8y น้ำตาล,ม้วน
FAH64002979,NUVOเทปผ้ากาว 24mmx8y ดำ,ม้วน
FAH64002981,เทปผ้ากาว(24mmx8y)Nuvoสีเขียวแก่,ม้วน
FAH64002983,เทปผ้ากาวNUVOสีเหลืองอ่อน 36x8หลา,ม้วน
FAH64002988,NUVOเทปผ้ากาว 24mmx8y เขียวอ่อน,ม้วน
FAH64002989,NUVOเทปผ้ากาว 24mmx8y ขาว,ม้วน
FAH64002997,เทปผ้ากาว(36mmx8y)คละสี Matrix *8,แพ็ค
FAH64002998,เทปผ้ากาว Matrix 48mmx8y คละสี *6ม,แพ็ค
FAH64003000,เทปผ้ากาว Max คละสี 48mmx5y *6,แพ็ค
FAH64003006,เทปใสกาวน้ำMAX 18mm.x45y.(แพ็ค2)*12พ,โหล
FAH64003011,เทปกระดาษกาวย่น 24mmx3y*12,แพ็ค
FAH64003012,เทปกระดาษกาวย่น 24mmx10y*12,แพ็ค
FAH64003020,เทปEVA โฟมกาวสองหน้า 24มมx0.4เมตร*12,แพ็ค
FAH64003024,ตราช้างลวดเย็บกระดาษไททาเนีย No.10*24,กล่อง
FAH64003025,สติ๊กเกอร์เล็ก TOILET-ทอง,ชิ้น
FAH64003029,BRใบมีดคัตเตอร์เล็ก30องศา*10ช,กล่อง
FAH64003031,BRใบมีดคัตเตอร์เล็ก45องศา*10ช,กล่อง
FAH64003034,กล่องใส่ปากกา0783,ชิ้น
FAH64003038,47125 ที่หนีบกระดาษ W001,อัน
FAH64003040,สายคล้องคอสีขาวSTR02 *100ส,แพ็ค
FAH64003042,สายคล้องคอสีแดงSTR04 *100ส,แพ็ค
FAH64003052,สมุดโน๊ตA5ไม่มีเส้น XN32041,เล่ม
FAH64003053,ซองซิปA4 SN010,ชิ้น
FAH64003054,ซองซิปF4  SN011,ชิ้น
FAH64003056,สายคล้องคอคลิปSTP01BL(นง.) *50ช,แพ็ค
FAH64003057,กระเป๋าถือAD466,ใบ
FAH64003058,แฟ้มกระดุมF4 KMF004,ชิ้น
FAH64003059,ซองซิปมีห่วงขยายข้างA4 N11,ชิ้น
FAH64003064,กระดาษซีเล็คชั่นA4/180g/m?(50 แผ่น),ห่อ
FAH64003065,ทะเบียนหนังสือส่ง (ปกธรรมดา),เล่ม
FAH64003066,ตรายางพิมพ์วันที่ E'SY ตัวเลขอารบิค 4mm.,ชิ้น
FAH64003067,ที่ถอนลวดเย็บกระดาษ BETTERONES รุ่นSR-0201,ชิ้น
FAH64003072,BETTERONESเครื่องเย็บพร้อมลวดเย็บรุ่นS-0104สีเขียวอ่อน,ตัว
FAH64003074,คีมถอนลวดเย็บ Betterones SR-0202,ชิ้น
FAH64003078,ป้ายชื่อคล้องคอ10x16ซม.(ใส)HK-B04 *100ช,แพ็ค
FAH64003079,น้ำยาเชื่อมอะคริลิค450ซีซี*ใหญ่,ขวด
FAH64003080,ใบมีดคัตเตอร์ MESA B-150 60องศา ใบใหญ่ (6ชิ้น/หลอด),หลอด
FAH64003081,ใบมีดคัตเตอร์ MESA L-150 30องศา ใบใหญ่ (4ชิ้น/หลอด),หลอด
FAH64003082,ใบมีดคัตเตอร์ MESA S-100 45องศา ใบเล็๋ก (6ใบ/หลอด),หลอด
FAH64003083,ใบมีด*MESA*A-100*30องศา*ใบเล็ก*(1*4),หลอด
FAH64003084,mesa*คัตเตอร์*st-10*ใบเล็ก,ชิ้น
FAH64003085,คัตเตอร์ตัดสติ๊กเกอร์ MESA PT-C1,ชิ้น
FAH64003087,mesa*คัตเตอร์*al-100p*ใบเล็ก,ชิ้น
FAH64003088,คัดเตอร์ MESA ที่ถอนลวดเย็บกระดาษ AL-SR,ชิ้น
FAH64003090,BSP-ซองซิปพลาสติกเอนกประสงค์ A3/Fc1306,ชิ้น
FAH64003091,ซองซิปพลาสติกเอนกประสงค์A4,ชิ้น
FAH64003092,BSP*กระดาษขาวเทา*350G*A4*WG1410-35,ห่อ
FAH64003094,กระดาษขาวเทาA4 BSP 500g.10แผ่น WG1410-50,ห่อ
FAH64003095,กระดาษปอนด์ A4/10แผ่น แดง,ห่อ
FAH64003096,กระดาษปอนด์สีดำ150แกรม/CP1410-15K,ห่อ
FAH64003099,Freejetกระดาษโฟโต้180g/100แผ่น(A4),ห่อ
FAH64003100,Freejetกระดาษโฟโต้135g/100แผ่น(A4),ห่อ
FAH64003105,กระดาษโฟโต้ หน้าเดียว CHIC 150g. 100แผ่น A4,ห่อ
FAH64003106,กระดาษโฟโต้ หน้าเดียว CHIC 180g. 100แผ่น A4,ห่อ
FAH64003108,comaxกระดาษโฟโต้120g/100แผ่น,ห่อ
FAH64003113,comaxกระดาษโฟโต้220g/100แผ่น,ห่อ
FAH64003114,กระดาษโฟโต้240g/15แผ่น(A4)*Chic,ห่อ
FAH64003116,กระดาษโฟโต้ หน้าเดียว CHIC 150g. 50แผ่น A4,ห่อ
FAH64003117,กระดาษโฟโต้ หน้าเดียว CHIC 180g. 50แผ่น A4,ห่อ
FAH64003121,comax paper 3D Sticker Ice 20/(A4),ห่อ
FAH64003125,comax paperSticker clear 20/(A4),ห่อ
FAH64003129,กระดาษโฟโต้ หน้าเดียว CHIC 120g. 100แผ่น A4,ห่อ
FAH64003131,IL*กระดาษ*CHICมันวาว*135gA4*100*ห่อ,ห่อ
FAH64003132,Chic กระดาษโฟโต้135g/15แผ่น(A4),ห่อ
FAH64003133,กระดาษโฟโต้2หน้า 135g/15แผ่น(A4)*Chic,ห่อ
FAH64003138,Chic กระดาษโฟโต้150g/100แผ่น(แบบด้าน),ห่อ
FAH64003139,กระดาษโฟโต้หน้าเดียว220g/50แผ่น(A4)*Chic,ห่อ
FAH64003140,กระดาษโฟโต้ หน้าเดียว CHIC 220g. 100แผ่น A4,ห่อ
FAH64003142,หมึกเติมCanon C 100ml. (ขวดเหลี่ยม)*Freejet,ขวด
FAH64003143,หมึกเติมCanon M 100ml. (ขวดเหลี่ยม)*Freejet,ขวด
FAH64003146,FreejetหมึกเติมHP C 100ml. (ขวดเหลี่ยม),ขวด
FAH64003147,FreejetหมึกเติมHP M 100ml. (ขวดเหลี่ยม),ขวด
FAH64003148,FreejetหมึกเติมHP Y 100ml. (ขวดเหลี่ยม),ขวด
FAH64003149,หมึกเติม epson bk 100ml. (ขวดเหลี่ยม)*Freejet,ขวด
FAH64003150,หมึกเติม epson C 100ml. (ขวดเหลี่ยม)*Freejet,ขวด
FAH64003151,หมึกเติม epson m 100ml. (ขวดเหลี่ยม)*Freejet,ขวด
FAH64003152,หมึกเติม epson y 100ml. (ขวดเหลี่ยม)*Freejet,ขวด
FAH64003153,FreejetหมึกเติมBrother BK 100ml. (ขวดเหลี่ยม),ขวด
FAH64003154,FreejetหมึกเติมBrother C 100ml. (ขวดเหลี่ยม),ขวด
FAH64003155,FreejetหมึกเติมBrother M 100ml. (ขวดเหลี่ยม),ขวด
FAH64003157,หมึกเติม Smile Canon BK 100ml.,ขวด
FAH64003158,หมึกเติม Smile Canon C 100ml.,ขวด
FAH64003159,หมึกเติม Smile Canon M 100ml.,ขวด
FAH64003161,Smile หมึกเติม epson bk 100ml.,ขวด
FAH64003162,หมึกเติม Smile Epson C 100ml.,ขวด
FAH64003163,Smile หมึกเติม epson m 100ml.,ขวด
FAH64003164,Smile หมึกเติม epson y 100ml.,ขวด
FAH64003166,หมึกเติม Smile Brother สีฟ้า 100ml.,ขวด
FAH64003167,Smile หมึกเติมBrother M 100ml.,ขวด
FAH64003169,Toner*โคแม็กซ์แคนนอน*CRG-047*สีดำ,ชิ้น
FAH64003174,คลิปดำ No.110/32mm./12pcs,กล่อง
FAH64003175,คลิปดำ No.111 25mm./12pcs,กล่อง
FAH64003176,คลิปดำDouble Clips NO.112/12pcs,กล่อง
FAH64003177,ป้ายตั้งโต๊ะ 2 ด้าน 10x21 ซม. D-1021,อัน
FAH64003179,ตู้รับจดหมายE-16,ตู้
FAH64003180,กล่องตู้รับจดหมาย-หนังสือพิมพ์E-22,ตู้
FAH64003215,เทปใสอเนกประสงค์18x36 y (6แถม1),แพ็ค
FAH64003217,สติ๊กเกอร์เลเซอร์5mm.H7-1 สีเงิน ทราย,ม้วน
FAH64003219,สติ๊กเกอร์เลเซอร์H7-4 น้ำเงิน ทราย,ม้วน
FAH64003221,สติ๊กเกอร์เลเซอร์H7-6 ม่วง ทราย,ม้วน
FAH64003222,สติ๊กเกอร์เลเซอร์สีฟ้าH7-7,ม้วน
FAH64003224,สติ๊กเกอร์เลเซอร์สีขาวHL7-1,ม้วน
FAH64003225,สติ๊กเกอร์เลเซอร์แดง ทรายHL7-2,ม้วน
FAH64003226,สติ๊กเกอร์เลเซอร์ สีเขียว,ม้วน
FAH64003227,สติ๊กเกอร์เลเซอร์HL7-4น้ำเงิน,ม้วน
FAH64003228,สติ๊กเกอร์เลเซอร์สีม่วง ทรายHL7-6,ม้วน
FAH64003261,เทปผ้ากาว36mmx8yชมพู Unicore,ม้วน
FAH64003277,สติ๊กเกอร์เลเซอร์H9-4น้ำเงิน,ม้วน
FAH64003278,สติ๊กเกอร์เลเซอร์ม่วง เหลี่ยม HL9-6,ม้วน
FAH64003321,แฟ้มเจาะลิ้นพลาสติก *F4 คละสี,เล่ม
FAH64003322,หมึกแท้ EPSON 003 BK 65ml.,ขวด
FAH64003323,หมึกแท้ EPSON 003 C 65ml.,ขวด
FAH64003324,หมึกแท้ EPSON 003 M 65ml.,ขวด
FAH64003326,แฟ้มPPใส่เอกสาร5ซองINDEXED 01143,ใบ
FAH64003327,Bindermaxกระเป๋าพลาสติกA4 01319,อัน
FAH64003328,ตะขอเบสิคขนาดกลาง 3 M 300 g,ชิ้น
FAH64003330,เครื่องเจาะกระดาษ Elephant 290แผ่น HDP2320,เครื่อง
FAH64003334,เครื่องยิงบอร์ด Elephant TS-13H,อัน
FAH64003335,เครื่องยิงบอร์ด Elephant TP-10,อัน
FAH64003337,ตราช้าง เครื่องเย็บกระดาษ ds-45n,ชิ้น
FAH64003340,ตรายางพิมพ์วันที่ E'SY ตัวเลขไทย 4mm.,ชิ้น
FAH64003341,แฟ้ม2ห่วง 372A e-file สีดำ,เล่ม
FAH64003342,แม็กเย็บกระดาษ HD-50 BEIGE,ชิ้น
FAH64003343,แม็กเย็บกระดาษ HD-50 BLUE,ชิ้น
FAH64003347,ลูกตาไก่ทองเหลือง *12ต,กล่อง
FAH64003350,กระดานไวท์บอร์ดเด็กฝึกเขียน 98303,อัน
FAH64003351,M&G*เครื่องคิดเลขตั้งโต๊ะ12หลัก*ADG98117,ชิ้น
FAH64003352,กระดานไวท์บอร์ดเล็ก(ABC)DZ-7099A,ชิ้น
FAH64003353,กระดานไวท์บอร์ดเล็ก(123)DZ-7099B,ชิ้น
FAH64003357,โมนามิ ปากกาไวท์บอร์ดมินิ แดง,ด้าม
FAH64003359,โมนามิ ปากกาไวท์บอร์ดมินิ ดำ,ด้าม
FAH64003360,ปากกาไวท์บอร์ด Monami 220 หัวกลม สีดำ,ด้าม
FAH64003361,ปากกาไวท์บอร์ด Monami 220 หัวกลม สีน้ำเงิน,ด้าม
FAH64003362,ปากกาไวท์บอร์ด Monami 220 หัวกลม สีแดง,ด้าม
FAH64003363,ปากกาไวท์บอร์ด Monami SigmaFlo Liquid หัวกลม220 6สี ชุดA,ชุด
FAH64003364,ปากกาไวท์บอร์ด Monami SigmaFlo Liquid หัวกลม220 6สี ชุดB,แพ็ค
FAH64003365,ปากกาไวท์บอร์ดซิกม่าโฟวส์*ลิควิด*220หัวกลม*น้ำตาลอ่อน,ด้าม
FAH64003366,ปากกาไวท์บอร์ดซิกม่าโฟวส์*ลิควิด*220หัวกลม*เหลือง,ด้าม
FAH64003367,ปากกาไวท์บอร์ด Monami 220 หัวกลม สีฟ้า,ด้าม
FAH64003368,ปากกาไวท์บอร์ดซิกม่าโฟวส์*ลิควิด*220หัวกลม*ม่วง,ด้าม
FAH64003369,ปากกาไวท์บอร์ด Monami 220 หัวกลม สีชมพู,ด้าม
FAH64003370,ปากกาไวท์บอร์ด Monami 220 หัวกลม สีส้ม,ด้าม
FAH64003371,ปากกาไวท์บอร์ดซิกม่าโฟวส์*ลิควิด*220หัวกลม*เขียนอ่อน,ด้าม
FAH64003372,ปากกาไวท์บอร์ด Monami 220 หัวกลม สีเขียว,ด้าม
FAH64003373,ปากกาไวท์บอร์ด Monami 220 หัวกลม สีน้ำตาลเข้ม,ด้าม
FAH64003375,หมึกเติมไวท์บอร์ด Dong-A สีดำ,ขวด
FAH64003376,หมึกเติมไวท์บอร์ด Dong-A สีน้ำเงิน,ขวด
FAH64003377,หมึกเติมไวท์บอร์ด Dong-A สีแดง,ขวด
FAH64003381,ปากกาไวท์บอร์ด DONG-A ดำ,ด้าม
FAH64003383,ปากกาไวท์บอร์ด DONG-A แดง,ด้าม
FAH64003387,เทปโฟมกาวสองหน้า 3M 21มม.x1ม.,ม้วน
FAH64003388,เทปโฟมกาวสองหน้า 3M 21มม.x3ม.,ม้วน
FAH64003389,โพสอิทแฟล็กซ์ 3M 5สี 125แผ่น 683-5F,ชิ้น
FAH64003390,โพสต์-อิท #683-5cพร้อมที่ใส่นามบัตร ใส,ชิ้น
FAH64003393,สก๊อตช์เทปกาวสองหน้า4010 21mm.x2m.,ม้วน
FAH64003394,โพสอิทโน๊ต 3M 3x3 100แผ่น 654-YLW,ชิ้น
FAH64003398,โพสต์-อิทซูเปอร์สติกกี้พาสเทล 3M,ชิ้น
FAH64003399,โพสอิท 3M 1.5x2 100แผ่น #653 คละสี,แพ็ค
FAH64003400,โพสต์-อิท@โน้ต#656,ชิ้น
FAH64003402,สก๊อตช์เทปกาวสองหน้า 21mm.x4m.,ม้วน
FAH64003403,โพสต์-อิทรุ่น5สี20ชิ้น 0.44x1.7,ชิ้น
FAH64003405,มีดคัตเตอร์ 3M 45L สีแดง,อัน
FAH64003406,สมุดหมายเหตุ/ปรับ/,เล่ม
FAH64003407,กระดาษโรเนียวHi-tech A4 K32/300แผ่น,รีม
FAH64003408,สมุดเงินสด หน่วยงานย่อย 401,เล่ม
FAH64003409,ทะเบียนคุมเงินนอกงบประมาณ (404),เล่ม
FAH64003410,สมุดรายงานเงินคงเหลือประจำวัน(407),เล่ม
FAH64003411,ทะเบียนวัสดุ12(ปกการ์ดสีฟ้า),เล่ม
FAH64003412,สมุดลงเวลา(หน้าคู่)ปกแข็ง No.23,เล่ม
FAH64003413,สมุดลงเวลา(หน้าคู่)ปกPVC No.25,เล่ม
FAH64003414,สมุดทะเบียนคุรุภัณฑ์ No.46 ปกแข็ง HI-TECH,เล่ม
FAH64003415,สมุดลงเวลา หน้าเดี่ยว ปกแข็ง No.65,เล่ม
FAH64003416,สมุดลงเวลา(หน้าเดี่ยว)ปกPVC No.66,เล่ม
FAH64003417,สมุดตรวจราชการ No.79,เล่ม
FAH64003418,ทะเบียนหนังสือรับ A5 HI-TECH,เล่ม
FAH64003419,ทะเบียนหนังสือรับ hi-tech ปกธรรมดา,เล่ม
FAH64003420,ทะเบียนหนังสือส่ง hi-tech ปกธรรมดา A4,เล่ม
FAH64003423,T.I.M.*สมุดบันทึกมุมมัน 4/200A,เล่ม
FAH64003427,ไม้ฉากPVC ORCA 8นิ้ว,ชิ้น
FAH64003428,ไม้ฉากPVC ORCA 10นิ้ว,ชิ้น
FAH64003430,ไม้ฉากพลาสติก ORCA 8นิ้ว,ชิ้น
FAH64003433,แท่นประดับตราเบอร์1สีน้ำเงิน*12,แพ็ค
FAH64003436,สมุดบัญชีปกมันคละสี,เล่ม
FAH64003438,สมุดเซ็นเยี่ยม 80 (วอลเปเปอร์),เล่ม
FAH64003439,สมุดเซ็นเยี่ยม 011 (เงิน-ทอง),เล่ม
FAH64003440,สมุดประสาทพร80(วอลเปเปอร์),เล่ม
FAH64003441,สมุดประสาทพร22 (ผ้าไหม),เล่ม
FAH64003442,สมุดประสาทพร 011 คละเงิน-ทอง,เล่ม
FAH64003445,สมุดลงนามถวายพระพร(ผ้าไหม),เล่ม
FAH64003446,กระดานไวท์บอร์ด HAWK WB30x40,แผ่น
FAH64003447,กระดานไวท์บอร์ด HAWK WB40x60,แผ่น
FAH64003448,กระดานไวท์บอร์ด HAWK WB60x80,แผ่น
FAH64003449,กระดานไวท์บอร์ด HAWK WB80x120,แผ่น
FAH64003450,กระดานไวท์บอร์ดแม่เหล็ก2หน้าW30*40,อัน
FAH64003451,กระดานไวท์บอร์ดแม่เหล็ก2หน้าW60*80,อัน
FAH64003454,กระดานไวท์บอร์ดไม้ก๊อกขอบไม้*TWO4060,ชิ้น
FAH64003455,กระดานไวท์บอร์ดขอบไม้ HAWK 20x30 WBW-2030,ชิ้น
FAH64003456,กระดานไวท์บอร์ดขอบไม้ HAWK 30x40 WBW-3040,ชิ้น
FAH64003457,กระดานไวท์บอร์ดขอบไม้ HAWK 40x60 WBW-4060,อัน
FAH64003458,กระดานไวท์บอร์ดขอบไม้ HAWK 60x80 WBW-6090,อัน
FAH64003460,กระดาษเคคัลเลอร์ KTV 120แกรม 50แผ่น #19,ห่อ
FAH64003461,เดลต้าเทปผ้ากาว 36mmx9y เขียวอ่อน,ม้วน
FAH64003463,กระดาษเคคัลเลอร์ KTV 120แกรม 50แผ่น #16,ห่อ
FAH64003469,เดลต้าเทปผ้ากาว 36mm x9y ส้ม,ม้วน
FAH64003470,กระดาษทำปกเคคัลเลอร์*80แกรม/*25แผ่น*สีเหลืองเข้ม,ห่อ
FAH64003476,เดลต้าเทปผ้ากาว 36mmx9y แดง,ม้วน
FAH64003486,กระดาษทำปกเคคัลเลอร์*80แกรม/*25แผ่น*สีส้ม,ห่อ
FAH64003487,กระดาษทำปกเคคัลเลอร์*80แกรม/*25แผ่น*สีม่วงเข้ม,ห่อ
FAH64003489,กระดาษเคคัลเลอร์ KTV 120แกรม 50แผ่น #10,ห่อ
FAH64003490,กระดาษเคคัลเลอร์ KTV 120แกรม 50แผ่น #11,ห่อ
FAH64003491,กระดาษเคคัลเลอร์ KTV 120แกรม 50แผ่น #13,ห่อ
FAH64003492,กระดาษเคคัลเลอร์ KTV 120แกรม 50แผ่น #17,ห่อ
FAH64003493,กระดาษเคคัลเลอร์ KTV 120แกรม 50แผ่น #20,ห่อ
FAH64003494,กระดาษเคคัลเลอร์ KTV 120แกรม 50แผ่น #21,ห่อ
FAH64003495,กระดาษเคคัลเลอร์ KTV 120แกรม 50แผ่น #22,ห่อ
FAH64003496,กระดาษเคคัลเลอร์ KTV 120แกรม 50แผ่น #24,ห่อ
FAH64003497,กระดาษเคคัลเลอร์ KTV 120แกรม 50แผ่น #25,ห่อ
FAH64003498,กระดาษเคคัลเลอร์ KTV 160แกรม 50แผ่น #21,ห่อ
FAH64003499,กระดาษเคคัลเลอร์ KTV 160แกรม 50แผ่น #22,ห่อ
FAH64003500,กระดาษเคคัลเลอร์ KTV 160แกรม 50แผ่น #23,ห่อ
FAH64003501,กระดาษเควันลายA4 170g/50แผ่น B4,ห่อ
FAH64003515,สมุดมุมมันมินิ Elephant HC-221(12/100) ชมพูสเปคตรัม,เล่ม
FAH64003516,สมุดมุมมันมินิ Elephant HC-222(12/100) เขียวสเปคตรัม,เล่ม
FAH64003517,สมุดมุมมันมินิ Elephant HC-223(12/100) ฟ้าสเปคตรัม,เล่ม
FAH64003518,สมุดมุมมันมินิ Elephant HC-224(12/100) ส้มสเปคตรัม,เล่ม
FAH64003527,ปากกาไวท์บอร์ด แดง*ULTRA TANK*ตราช้าง,ด้าม
FAH64003532,กระเป๋าซิปพลาสติก Elephant มาร์เวล A5,ชิ้น
FAH64003533,กระเป๋าซิปพลาสติก Elephant มาร์เวล A4,ชิ้น
FAH64003536,ตราช้าง มาร์เวล แฟ้ม2ห่วง a4,ชิ้น
FAH64003543,กระดาษ Idea Green 80แกรม A4 (500แผ่น/รีม),รีม
FAH64003544,กระดาษ Idea Work 80แกรม A4 (500แผ่น/รีม),รีม
FAH64003545,กระดาษ IdeaWork A3/80แกรม 500แผ่น,รีม
FAH64003546,กระดาษ Idea Max 70แกรม A4 (500แผ่น/รีม),รีม
FAH64003550,ฟลามิงโก้ สมุดเงินสด คาร์บอน2ชั้น #3,เล่ม
FAH64003551,ฟลามิงโก้ใบส่งของคาร์บอน 2ชั้น #1,เล่ม
FAH64003552,ฟลามิงโก้ใบส่งของคาร์บอน 2ชั้น#2,เล่ม
FAH64003553,ใบส่งของมีคาร์บอนในตัว ฟลามิงโก้ #3,เล่ม
FAH64003555,ใบเสร็จรับเงินตราเหยี่ยว#2,เล่ม
FAH64003558,บิลเงินสด Flamingo No.1,เล่ม
FAH64003559,บิลเงินสด Flamingo No.2,เล่ม
FAH64003560,บิลเงินสด Flamingo No.3,เล่ม
FAH64003561,บิลส่งของชั่วคราว Flamingo No.0,เล่ม
FAH64003562,บิลส่งของชั่วคราว Flamingo No.1,เล่ม
